     Bruto   AliqINSS   Val.INSS  Base I.R.     AliqIR     Val.IR    Liquido
    431.00        7.5      32.32     398.68       0.00       0.00     398.68
    431.00        7.5      32.32     398.68       0.00       0.00     398.68
    431.00        7.5      32.32     398.68       0.00       0.00     398.68
    431.00        7.5      32.32     398.68       0.00       0.00     398.68
    432.00        7.5      32.40     399.60       0.00       0.00     399.60
    433.00        7.5      32.48     400.52       0.00       0.00     400.52
    434.00        7.5      32.55     401.45       0.00       0.00     401.45
    435.00        7.5      32.62     402.38       0.00       0.00     402.38
    436.00        7.5      32.70     403.30       0.00       0.00     403.30
    437.00        7.5      32.77     404.23       0.00       0.00     404.23
    438.00        7.5      32.85     405.15       0.00       0.00     405.15
    438.00        7.5      32.85     405.15       0.00       0.00     405.15
    438.00        7.5      32.85     405.15       0.00       0.00     405.15
    442.00        7.5      33.15     408.85       0.00       0.00     408.85
    442.00        7.5      33.15     408.85       0.00       0.00     408.85
    444.00        7.5      33.30     410.70       0.00       0.00     410.70
    445.00        7.5      33.38     411.62       0.00       0.00     411.62
    447.00        7.5      33.52     413.48       0.00       0.00     413.48
    447.00        7.5      33.52     413.48       0.00       0.00     413.48
    448.00        7.5      33.60     414.40       0.00       0.00     414.40
    448.00        7.5      33.60     414.40       0.00       0.00     414.40
    448.00        7.5      33.60     414.40       0.00       0.00     414.40
    448.00        7.5      33.60     414.40       0.00       0.00     414.40
    450.00        7.5      33.75     416.25       0.00       0.00     416.25
    453.00        7.5      33.98     419.02       0.00       0.00     419.02
    453.00        7.5      33.98     419.02       0.00       0.00     419.02
    454.00        7.5      34.05     419.95       0.00       0.00     419.95
    454.00        7.5      34.05     419.95       0.00       0.00     419.95
    455.00        7.5      34.12     420.88       0.00       0.00     420.88
    455.00        7.5      34.12     420.88       0.00       0.00     420.88
    456.00        7.5      34.20     421.80       0.00       0.00     421.80
    456.00        7.5      34.20     421.80       0.00       0.00     421.80
    457.00        7.5      34.27     422.73       0.00       0.00     422.73
    459.00        7.5      34.42     424.58       0.00       0.00     424.58
    460.00        7.5      34.50     425.50       0.00       0.00     425.50
    460.00        7.5      34.50     425.50       0.00       0.00     425.50
    461.00        7.5      34.57     426.43       0.00       0.00     426.43
    461.00        7.5      34.57     426.43       0.00       0.00     426.43
    465.00        7.5      34.88     430.12       0.00       0.00     430.12
    466.00        7.5      34.95     431.05       0.00       0.00     431.05
    466.00        7.5      34.95     431.05       0.00       0.00     431.05
    468.00        7.5      35.10     432.90       0.00       0.00     432.90
    469.00        7.5      35.17     433.83       0.00       0.00     433.83
    469.00        7.5      35.17     433.83       0.00       0.00     433.83
    472.00        7.5      35.40     436.60       0.00       0.00     436.60
    473.00        7.5      35.48     437.52       0.00       0.00     437.52
    475.00        7.5      35.62     439.38       0.00       0.00     439.38
    475.00        7.5      35.62     439.38       0.00       0.00     439.38
    477.00        7.5      35.77     441.23       0.00       0.00     441.23
    477.00        7.5      35.77     441.23       0.00       0.00     441.23
    478.00        7.5      35.85     442.15       0.00       0.00     442.15
    479.00        7.5      35.92     443.08       0.00       0.00     443.08
    479.00        7.5      35.92     443.08       0.00       0.00     443.08
    479.00        7.5      35.92     443.08       0.00       0.00     443.08
    479.00        7.5      35.92     443.08       0.00       0.00     443.08
    483.00        7.5      36.23     446.77       0.00       0.00     446.77
    483.00        7.5      36.23     446.77       0.00       0.00     446.77
    483.00        7.5      36.23     446.77       0.00       0.00     446.77
    483.00        7.5      36.23     446.77       0.00       0.00     446.77
    485.00        7.5      36.38     448.62       0.00       0.00     448.62
    487.00        7.5      36.52     450.48       0.00       0.00     450.48
    488.00        7.5      36.60     451.40       0.00       0.00     451.40
    489.00        7.5      36.67     452.33       0.00       0.00     452.33
    491.00        7.5      36.82     454.18       0.00       0.00     454.18
    491.00        7.5      36.82     454.18       0.00       0.00     454.18
    491.00        7.5      36.82     454.18       0.00       0.00     454.18
    494.00        7.5      37.05     456.95       0.00       0.00     456.95
    494.00        7.5      37.05     456.95       0.00       0.00     456.95
    496.00        7.5      37.20     458.80       0.00       0.00     458.80
    497.00        7.5      37.27     459.73       0.00       0.00     459.73
    499.00        7.5      37.42     461.58       0.00       0.00     461.58
    500.00        7.5      37.50     462.50       0.00       0.00     462.50
    500.00        7.5      37.50     462.50       0.00       0.00     462.50
    501.00        7.5      37.57     463.43       0.00       0.00     463.43
    502.00        7.5      37.65     464.35       0.00       0.00     464.35
    503.00        7.5      37.73     465.27       0.00       0.00     465.27
    503.00        7.5      37.73     465.27       0.00       0.00     465.27
    506.00        7.5      37.95     468.05       0.00       0.00     468.05
    507.00        7.5      38.02     468.98       0.00       0.00     468.98
    507.00        7.5      38.02     468.98       0.00       0.00     468.98
    508.00        7.5      38.10     469.90       0.00       0.00     469.90
    510.00        7.5      38.25     471.75       0.00       0.00     471.75
    514.00        7.5      38.55     475.45       0.00       0.00     475.45
    514.00        7.5      38.55     475.45       0.00       0.00     475.45
    515.00        7.5      38.62     476.38       0.00       0.00     476.38
    516.00        7.5      38.70     477.30       0.00       0.00     477.30
    518.00        7.5      38.85     479.15       0.00       0.00     479.15
    518.00        7.5      38.85     479.15       0.00       0.00     479.15
    518.00        7.5      38.85     479.15       0.00       0.00     479.15
    521.00        7.5      39.07     481.93       0.00       0.00     481.93
    522.00        7.5      39.15     482.85       0.00       0.00     482.85
    523.00        7.5      39.23     483.77       0.00       0.00     483.77
    524.00        7.5      39.30     484.70       0.00       0.00     484.70
    526.00        7.5      39.45     486.55       0.00       0.00     486.55
    527.00        7.5      39.52     487.48       0.00       0.00     487.48
    527.00        7.5      39.52     487.48       0.00       0.00     487.48
    527.00        7.5      39.52     487.48       0.00       0.00     487.48
    527.00        7.5      39.52     487.48       0.00       0.00     487.48
    528.00        7.5      39.60     488.40       0.00       0.00     488.40
    529.00        7.5      39.67     489.33       0.00       0.00     489.33
    530.00        7.5      39.75     490.25       0.00       0.00     490.25
    530.00        7.5      39.75     490.25       0.00       0.00     490.25
    531.00        7.5      39.82     491.18       0.00       0.00     491.18
    531.00        7.5      39.82     491.18       0.00       0.00     491.18
    533.00        7.5      39.98     493.02       0.00       0.00     493.02
